text,classification,tweet_proc
PST advarer mot økt konfliktnivå som følge av innvandring fra islamske land,1,pst advarer økt konfliktnivå følge innvandring islamske land
(+) Flyktning Amir Kanaan vet godt hvorfor årets TV-aksjon er så viktig. Skal du bidra?,1,flyktning amir kanaan vet godt årets tv aksjon viktig bidra
"@drivenes_audun Ja, det virker som om det er ganske vanlig at konvertitter til islam har en forhistorie med mental sykdom.",0,virker ganske vanlig konvertitter islam forhistorie mental sykdom
Masseinnvandring er brudd på menneskerettigheter. Useriøs propaganda fra Folkebevegelsen Mot Innvandring,1,masseinnvandring brudd menneskerettigheter useriøs propaganda folkebevegelsen innvandring
Muslim mener det ropes for lett opp om rasisme i Norge! ENIG!,1,muslim mener ropes lett rasisme norge enig
Maria banket opp av flyktning fra Syria: Norge må handle før landet blir ødelagt,0,maria banket flyktning syria norge må handle landet ødelagt
"@KeiserOla @appropriert33 Fredelig innvandring fratar ikke folk jobber, den skaper verdier og øker levestandarden for alle",1,fredelig innvandring fratar ikke folk jobber skaper verdier øker levestandarden
"@71Trond Hvis du seriøst mener at Resett, Document og HRS er grunnen til det negative omdømmet til islam og dens 1,3 mrd muslimer da er det på tide at du innser hvor stor verden egentlig er. Og hvor mye faenskap islam står bak. Du gir ALTFOR mye kred til",0,seriøst mener resett document hrs grunnen negative omdømmet islam dens mrd muslimer tide innser stor verden egentlig mye faenskap islam står bak gir altfor mye kred
Ali (16) ble nektet å spille fotball fordi han er flyktning,1,ali nektet spille fotball flyktning
"@CJentoft @ikkenevnt om du velger å isolere id fra islam og ikke tenker en sammenheng, så gir det mening. det sier jo også noe om din forståelse av islam i verden gjennom tidene.",1,velger isolere id islam ikke tenker sammenheng gir mening sier jo forståelse islam verden gjennom tidene
@TV2Kadafi God vinkling i forhold til USAs tap. Kan du få fram hva det er som skjer i Islam når slik utvikling er mulig. Teologi og politikk,1,god vinkling forhold usas tap få fram skjer islam utvikling mulig teologi politikk
Moa scoret og avgjorde for Hannover 96: (VG Nett) Med en frekk scoring i første omgang sikret Mohammed Abdellaou...,1,moa scoret avgjorde hannover vg nett frekk scoring første omgang sikret mohammed abdellaou
@starahhh @Torsk19 Da lurer jeg på hvor du befinner deg hen. Her hvor jeg er blir kirurgiske masker brukt som et konformitets symbol. Som en dydighetsposering. Og alle som bruker maske er sosialt overordnet de som ikke bruker dem.,1,lurer befinner hen kirurgiske masker brukt konformitets symbol dydighetsposering bruker maske sosialt overordnet ikke bruker
Tenker det er uinteressant å diskutere integrering og innvandring hvis diskusjonen er distansert fra konkrete sosiale utfordringer #halvsju,1,tenker uinteressant diskutere integrering innvandring diskusjonen distansert konkrete sosiale utfordringer halvsju
@happyneppy Godt utgangspunkt for balansert journalistikk om innvandring... @HaraldJacobsen @Rotevatn,1,godt utgangspunkt balansert journalistikk innvandring
"@LostViking9 @MortChr @terjeleifson Men så er det det med kunnskap. Mektige allierte som Saudia har fått influere Islam med sine falske hadith. Men Koranen er klar på det meste og frihet er viktig. Hijab er ikke nevnt i verset til kvinnene, så vet man hvo",1,kunnskap mektige allierte saudia fått influere islam falske hadith koranen klar meste frihet viktig hijab ikke nevnt verset kvinnene vet hvo
"@JarlWaage Så er det det med Islam at det finnes flere lovskoler med kulturelle lokale tolkninger av bøkene, dermed så finner du denne skikken blant noen muslimer, ikke hos andre.",1,islam finnes flere lovskoler kulturelle lokale tolkninger bøkene dermed finner skikken blant muslimer ikke hos andre
"Hvem faen bryr seg om religiøst kvinnehat? Da er det viktigere å normalisere kvinnehatplagget ved å hylle tilslørte allahpiker, som i frie Norge faktisk har et valg. Dessverre bruker de valger på seg selv og sitt ego, istedet for å støtte lidende medsøstre",0,faen bryr religiøst kvinnehat viktigere normalisere kvinnehatplagget hylle tilslørte allahpiker frie norge faktisk valg dessverre bruker valger ego istedet støtte lidende medsøstre
@Fleming1965 @MortenMyksvoll Fint. Kritiser islam så mye du bare vil. Men ligg unna personangrep av den typen Storhaug holder på med.,1,fint kritiser islam mye ligg unna personangrep typen storhaug holder
"@GauteNilsen Her i Norge og europa er det motsatt. Islam har allerede tatt over England og store byer i Tyskland. Der blir folk som kommer fra landet blir mobbet, diskriminert, misshandlet fysisk og psykisk. Blir bare fortalt at dem bare kan bli muslimer,",0,norge europa motsatt islam allerede tatt england store byer tyskland folk kommer landet mobbet diskriminert misshandlet fysisk psykisk fortalt muslimer
@liberal1235 Eg snakkar om ekstremistisk islam. Sjå på IS. Eg snakkar ikkje om islam.,1,snakkar ekstremistisk islam sjå is snakkar islam
""""""""""""""""""""""""""""""".@chrdahl @leoajkic @Deeyah_Khan """"""""""""""""""""""""""""""""Jihad"""""""""""""""""""""""""""""""" på NRK bare tilgjengelig i Norge. Outside Norway watch on YouTube by @Fuuse""""""""""""""""""""""""""""""",1,jihad nrk tilgjengelig norge outside norway watch on youtube by
"@MatsKBj #nho2013 Delvis, m husk at det er i etterkant at pengebruken ligger langt under 4%. Og at kraftig arb innvandring har endret modell",1,nho delvis m husk etterkant pengebruken ligger langt under kraftig arb innvandring endret modell
"Enig @fawashraf Lærere skal ikke forskjellsbehandle kristendom og islam.hvis frykt for å bli kalt rasist, ta opp temaet, hva er en rasisme.",1,enig lærere ikke forskjellsbehandle kristendom islam frykt kalt rasist ta temaet rasisme
"politiker mener det er et varsku at navnestatistikken toppes av navnet Mohammed i både Oslo, Lørenskog og Nittedal.",1,politiker mener varsku navnestatistikken toppes navnet mohammed oslo lørenskog nittedal
"Strasbourg har godkjent forbud mot hijab, burka, niqab Hva venter @Stortinget på? Sett igang Utvis alle landets fiender 0 retur #nrkdebatt",0,strasbourg godkjent forbud hijab burka niqab venter sett igang utvis landets fiender retur nrkdebatt
Jeg har løsningen på hvordan vi kan forene venstre og høyresiden. Starte ett pati som er imot innvandring og som heter Sosialdemokratisk Alternativ. Det ville nok stoppet kjeften på de fleste. Hvordan i all verden skal de klare å brunbeise ett parti med det navnet?,1,løsningen forene venstre høyresiden starte pati imot innvandring heter sosialdemokratisk alternativ nok stoppet kjeften fleste all verden klare brunbeise parti navnet
@QuintusPila @espenteigen Du sier landet står støtt selv med muslimsk innvandring. Vel. Jeg nevner et land som tidvis står alt annet enn støtt. Ikke interessant?,1,sier landet står støtt muslimsk innvandring vel nevner land tidvis står alt annet støtt ikke interessant
Oslo kommune refses for å ha bedt jobbsøker ikke bruke hijab: En 21 år gammel kvinne ble tilbudt jobb som<U+0085>,1,oslo kommune refses bedt jobbsøker ikke bruke hijab år gammel kvinne tilbudt jobb u
"@sjakhaaheim Hjelp til selvhjelp lokalt, regionalt Ingen velferd innvandring Kun verifiserte @Kvalshaug @Anathemablog @Hariett0",1,hjelp selvhjelp lokalt regionalt velferd innvandring verifiserte
På kva grunnlag kallar Jan-Erik Smilden dei som laga #filmen «ekstreme kristne» ?,1,grunnlag kallar jan erik smilden laga filmen ekstreme kristne
"Hver bidige helg når eg prata om om innvandring, så er d ingenting som slår feil, draps menn, fra midtøsten, afganistan , pakistan, irak , midt østen, en del av Afrika. Som dere alle veit , multikurtelle forskningen, er ferdig., å vi har oppgitt et svar, drap på drap ødelegger mi",0,bidige helg prata innvandring d ingenting slår feil draps menn midtøsten afganistan pakistan irak midt østen del afrika veit multikurtelle forskningen ferdig oppgitt svar drap drap ødelegger
"@miadamp Om vi ikke hadde selvironi, hadde slaget vært tapt for lenge siden. Fra den dagen jeg begynte med hijab. @EmmaHansen1963",1,ikke selvironi slaget tapt lenge dagen begynte hijab
"@resettno Islam bør forbys fordi det strider mot både våre lover, verdier og ikke minst MENNESKERETTIGHETER!",0,islam bør forbys strider våre lover verdier ikke minst menneskerettigheter
@Ingamarte Politikere er redde for åbli kalt rasister. D går ut over oss som flyktet fra helvete og kom hit for et nytt liv. -muslim og homo,1,politikere redde åbli kalt rasister d går flyktet helvete hit nytt liv muslim homo
Bare forsett og stem på APkattene så har han helt rett,1,forsett stem apkattene helt rett
"@Glette nemlig, derfor er kjetteri dvs satire over bruken av religion mer treffende enn blasfemi. @sjetliv. Mer kjetteri mot politisk Islam",1,nemlig derfor kjetteri dvs satire bruken religion mer treffende blasfemi mer kjetteri politisk islam
"Godt fra @Minervanett om islam x og y, og konsekvensene av dem:",1,godt islam x y konsekvensene
Reinfeldt forsøker desperat å ikke tape valget ved å snakke som Sverigedemokratene om innvandring. Kvalmt.,1,reinfeldt forsøker desperat ikke tape valget snakke sverigedemokratene innvandring kvalmt
Byttet navn for å få jobb: - Fikk høre at jeg ville skremme kundene.,1,byttet navn få jobb fikk høre skremme kundene
"«Hva betyr det når mediene tar selvkritikk for manglende inkludering av kilder med innvandrerbakgrunn, men ikke gjør noe med situasjonen i praksis», spør samfunnsdebattant Dona Gashi:",1,betyr mediene tar selvkritikk manglende inkludering kilder innvandrerbakgrunn ikke gjør situasjonen praksis spør samfunnsdebattant dona gashi
Syriske Abdul solgte penner på gata for å forsørge datteren. Akershus-mann har nå fått verden til å åpne lommeboka,1,syriske abdul solgte penner gata forsørge datteren akershus mann fått verden åpne lommeboka
Frp-politiker tar med asylsøker på ferie til landet hun flyktet fra Virkeligheten overgår satiren i å være satirisk. Dette er humor.,1,frp politiker tar asylsøker ferie landet flyktet virkeligheten overgår satiren satirisk humor
#nrkdebatt Moderate muslimer utgjør flertallet i islam. Men moderate nazister utgjorde også flertallet i nasjonalsosialismen.,0,nrkdebatt moderate muslimer utgjør flertallet islam moderate nazister utgjorde flertallet nasjonalsosialismen
@Europa løp tilbake til Jesus Gudløshet passer ikke i vanskelig tider det vil ta tid til Islam er ryddet opp blitt like fredelig som buddha,0,løp tilbake jesus gudløshet passer ikke vanskelig tider ta tid islam ryddet like fredelig buddha
"Oioi, her er det noen som sitter og lyver uten skam på #dax18. Hijab er virkelig ikke valgfritt i Iran.",1,oioi sitter lyver skam dax hijab virkelig ikke valgfritt iran
@sgaarder @TGrefstad @Hariett0 det er vel ikke islam kritikk i utgangspunktet?,1,vel ikke islam kritikk utgangspunktet
"Er det ikke feigt at du kan se oss, men vi ikke se deg? Kvinne i niqab: Nei, fordi jeg har bodd på samme sted hele livet. Hva?? #dagsrevyen",1,ikke feigt se ikke se kvinne niqab nei bodd sted hele livet dagsrevyen
"@SThobro Kritikk av for eksempel Islam, er som regel ren og skjær rasisme",1,kritikk eksempel islam regel ren skjær rasisme
"@DidrikSoderlind Religiøs minoritet? Riktignok er islam en litt mindre religion enn kristendommen, med 24% mot 31%, men det er fremdeles en fjerdedel av jordens befolkning som regnes som muslimer.",1,religiøs minoritet riktignok islam litt mindre religion kristendommen fremdeles fjerdedel jordens befolkning regnes muslimer
"Siden niqab og burka er et krav satt hos de som praktiserer en svært reaksjonær form for islam, en form som ikke...",1,niqab burka krav satt hos praktiserer svært reaksjonær form islam form ikke
@tyb_garbage @Gnuutenflokk1 @sgaarder Det krever litt mer å være en Nazist synes du ikke. F.eks. at du står for vold. Noe du og dine gjør i mye større grad en SIAN.,1,krever litt mer nazist synes ikke f eks står vold dine gjør mye større grad sian
Mitt søskenbarn sin krigshistorie. Harald var sju år og flyktning i eget land #nrkevakuering,1,søskenbarn krigshistorie harald sju år flyktning eget land nrkevakuering
Ketil Solvik-Olsen er bekymret for høy innvandring: <U+0096> Risikerer at folk føler seg som fremmede i sitt lokalsamfunn via @resettno,1,ketil solvik olsen bekymret høy innvandring u risikerer folk føler fremmede lokalsamfunn via
"Jesus-sekten, Muhammad-sekten, Buddha-sekten, Smith-sekten, Hubbard-sekten, Moses-sekten, og så videre.",1,jesus sekten muhammad sekten buddha sekten smith sekten hubbard sekten moses sekten videre
"@v36ar Islam er og blir ein lovreligion, det er vel det og kva det inneber @hegestorhaug påpeikar @dnumgi @denhvite1 @Torill_Talgo",1,islam lovreligion vel inneber påpeikar
@SyloTaraku Kronikk i VG: de som utfordrer reaksjonær islam må ikke bli stående alene.,1,kronikk vg utfordrer reaksjonær islam må ikke stående alene
"@Tulling8 @saima_mahmood5 @BuschEbba Trodde pakistanere kom inn som gjestearbeidere? Sammen med innvandringsstoppen i 1975? Afghanere, somaliere og syrere er de som topper voldsstatistikken. De som tilhører islam vel å merke. Hvor blir alle kristne flyktn",0,trodde pakistanere gjestearbeidere sammen innvandringsstoppen afghanere somaliere syrere topper voldsstatistikken tilhører islam vel merke kristne flyktn
"@alfholme @AlfH Kloke betraktningar. Det er ein ting til, trur eg, frykta for innvandring og innvandrarar må dempast så folk kan bli trygge på at dette feltet blir handsama godt. Viss ikkje vil ytre høgre fortsette å gnage og skape uro.",1,kloke betraktningar ting trur frykta innvandring innvandrarar må dempast folk trygge feltet handsama godt viss ytre høgre fortsette gnage skape uro
På tide at stat og kommune bøyer seg for flertallet i landet som vil forby islam?,0,tide stat kommune bøyer flertallet landet forby islam
Faten Mahdi Al-Hussaini må få støtte til å utvikle islam - Aftenposten,1,faten mahdi al hussaini må få støtte utvikle islam aftenposten
"@Mijauww Hijab er et kvinne undertrykkende islamsk politiske plagg. Det har ingenting med mote å gjøre. I Iran slåss kvinner som gale, for å bli kvitt dette tvangsplagget. De ofrer livene sine for å bli frie. Har iranske venner, så jeg vet dette.",0,hijab kvinne undertrykkende islamsk politiske plagg ingenting mote gjøre iran slåss kvinner gale kvitt tvangsplagget ofrer livene frie iranske venner vet
"""""""""""""""""""""""""""""""Aftenposten mener at øksemannen har en """"""""""""""""""""""""""""""""forkvaklet oppfatning av islam"""""""""""""""""""""""""""""""". Hva om han faktisk ikke har det? At han representerer ekte islam?""""""""""""""""""""""""""""""",0,aftenposten mener øksemannen forkvaklet oppfatning islam faktisk ikke representerer ekte islam
